Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
906.537	-0.012	-0.006	0.041	0.041
906.600	0.000	-0.006	0.033	0.041
906.662	-0.012	0.000	0.049	0.041
906.725	-0.012	0.006	0.041	0.049
906.787	-0.006	-0.006	0.041	0.033
906.850	-0.006	0.000	0.049	0.033
906.912	0.006	0.000	0.057	0.033
906.975	0.000	-0.006	0.057	0.041
907.038	0.000	-0.006	0.057	0.041
907.100	0.000	0.000	0.049	0.033
907.163	0.000	-0.006	0.049	0.041
907.225	-0.006	0.006	0.066	0.033
907.288	-0.006	-0.006	0.041	0.041
907.350	-0.006	0.006	0.041	0.033
907.413	0.000	0.006	0.033	0.033
907.475	0.000	0.000	0.057	0.033
907.538	-0.018	0.000	0.057	0.041
907.600	0.006	0.000	0.057	0.041
907.663	-0.012	0.000	0.066	0.033
907.726	-0.006	0.006	0.041	0.033
907.788	0.000	0.006	0.041	0.025
907.851	0.000	0.012	0.049	0.033
907.913	-0.006	-0.012	0.057	0.033
907.976	-0.006	-0.006	0.041	0.033
908.038	0.000	-0.006	0.049	0.025
908.101	0.000	0.000	0.066	0.041
908.163	0.000	-0.006	0.049	0.033
908.226	0.006	-0.006	0.041	0.041
908.289	-0.006	-0.006	0.049	0.033
908.351	-0.006	0.006	0.066	0.041
908.414	-0.006	-0.006	0.049	0.041
908.476	0.000	0.000	0.057	0.041
908.539	0.000	0.000	0.057	0.041
908.601	-0.012	0.000	0.049	0.033
908.664	0.000	0.000	0.057	0.041
908.726	0.000	0.000	0.057	0.041
908.789	0.000	-0.006	0.041	0.049
908.851	-0.006	0.006	0.049	0.041
908.914	0.000	-0.006	0.066	0.033
908.977	-0.006	-0.012	0.041	0.041
909.039	-0.006	-0.006	0.041	0.033
909.102	-0.006	-0.006	0.049	0.041
909.164	-0.006	0.006	0.041	0.041
909.227	-0.006	0.000	0.049	0.025
909.289	-0.012	0.006	0.049	0.025
909.352	0.000	-0.006	0.049	0.025
909.414	0.000	-0.006	0.041	0.033
909.477	0.000	0.006	0.049	0.033
909.540	0.000	-0.006	0.049	0.049
909.602	0.000	-0.006	0.066	0.033
909.665	-0.006	-0.006	0.057	0.033
909.727	-0.006	0.000	0.041	0.025
909.790	-0.006	-0.006	0.049	0.041
909.852	0.000	0.000	0.066	0.033
909.915	0.000	0.000	0.066	0.041
909.977	-0.006	-0.006	0.066	0.033
910.040	-0.006	0.006	0.049	0.033
910.102	-0.006	-0.006	0.049	0.041
910.165	0.000	-0.006	0.057	0.033
910.228	-0.006	-0.006	0.049	0.041
910.290	0.000	0.000	0.041	0.025
910.353	-0.006	-0.006	0.041	0.033
910.415	0.000	-0.006	0.049	0.041
910.478	-0.018	-0.006	0.041	0.041
910.540	0.000	-0.006	0.049	0.033
910.603	0.000	-0.006	0.049	0.033
910.665	0.000	-0.006	0.041	0.041
910.728	0.000	-0.006	0.057	0.025
910.791	-0.006	-0.006	0.057	0.049
910.853	-0.012	-0.006	0.049	0.041
910.916	-0.006	-0.012	0.049	0.033
910.978	-0.006	-0.006	0.057	0.033
911.041	-0.012	0.000	0.041	0.033
911.103	0.000	-0.006	0.057	0.041
911.166	-0.006	0.000	0.057	0.033
911.228	-0.006	0.000	0.074	0.049
911.291	0.000	-0.006	0.057	0.033
911.353	-0.006	0.000	0.041	0.025
911.416	0.006	-0.006	0.057	0.033
911.479	0.006	0.000	0.041	0.033
911.541	0.000	0.006	0.057	0.033
911.604	-0.006	-0.006	0.041	0.033
911.666	-9.443	-20.627	0.016	0.041
911.729	-9.796	-21.479	-0.000	0.033
911.791	-9.857	-21.632	-0.016	0.049
911.854	-10.046	-22.040	-0.008	0.041
911.916	-10.070	-22.052	-0.033	0.033
911.979	-10.539	-23.129	-0.041	0.041
912.042	-10.770	-23.647	-0.049	0.033
912.104	-11.020	-24.183	-0.041	0.041
912.167	-11.269	-24.718	-0.090	0.033
912.229	-11.409	-25.053	-0.066	0.033
912.292	-11.714	-25.711	-0.090	0.041
912.354	-11.957	-26.253	-0.090	0.033
912.417	-12.183	-26.722	-0.098	0.041
912.479	-12.365	-27.129	-0.106	0.041
912.542	-12.542	-27.507	-0.131	0.033
912.604	-12.706	-27.842	-0.131	0.041
912.667	-12.865	-28.195	-0.156	0.041
912.730	-13.041	-28.554	-0.156	0.033
912.792	-13.206	-28.919	-0.164	0.033
912.855	-13.370	-29.260	-0.188	0.033
912.917	-13.528	-29.607	-0.213	0.041
912.980	-13.674	-29.887	-0.238	0.041
913.042	-13.802	-30.113	-0.262	0.033
913.105	-13.887	-30.259	-0.311	0.041
913.167	-13.954	-30.332	-0.344	0.041
913.230	-14.015	-30.362	-0.393	0.033
913.293	-14.058	-30.393	-0.434	0.033
913.355	-14.076	-30.411	-0.516	0.033
913.418	-14.082	-30.374	-0.590	0.033
913.480	-14.094	-30.356	-0.680	0.033
913.543	-14.094	-30.326	-0.762	0.041
913.605	-14.107	-30.295	-0.835	0.025
913.668	-14.131	-30.301	-0.967	0.049
913.730	-14.143	-30.247	-1.024	0.041
913.793	-14.125	-30.161	-1.163	0.033
913.855	-14.094	-30.046	-1.270	0.033
913.918	-14.064	-29.887	-1.384	0.041
913.981	-14.009	-29.699	-1.524	0.041
914.043	-13.948	-29.486	-1.663	0.041
914.106	-13.863	-29.254	-1.818	0.049
914.168	-13.784	-28.962	-1.982	0.033
914.231	-13.674	-28.639	-2.146	0.041
914.293	-13.540	-28.280	-2.326	0.041
914.356	-13.382	-27.854	-2.515	0.033
914.418	-13.206	-27.367	-2.728	0.041
914.481	-13.005	-26.819	-2.941	0.041
914.544	-12.761	-26.216	-3.178	0.041
914.606	-12.469	-25.492	-3.424	0.033
914.669	-12.104	-24.621	-3.686	0.033
914.731	-11.696	-23.623	-3.964	0.033
914.794	-11.251	-22.545	-4.267	0.033
914.856	-10.795	-21.443	-4.579	0.041
914.919	-10.320	-20.311	-4.898	0.041
914.981	-9.869	-19.209	-5.250	0.049
915.044	-9.461	-18.174	-5.603	0.033
915.106	-9.065	-17.169	-5.979	0.033
915.169	-8.682	-16.213	-6.348	0.033
915.232	-8.341	-15.342	-6.717	0.033
915.294	-7.994	-14.478	-7.126	0.033
915.357	-7.659	-13.632	-7.511	0.025
915.419	-7.330	-12.804	-7.896	0.033
915.482	-7.002	-11.988	-8.314	0.033
915.544	-6.673	-11.202	-8.699	0.041
915.607	-6.356	-10.435	-9.067	0.033
915.669	-6.052	-9.711	-9.444	0.041
