Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
31.400	0.009	-0.005	0.033	0.033
31.463	-0.003	-0.005	0.049	0.033
31.525	-0.003	-0.005	0.057	0.041
31.588	-0.003	0.001	0.049	0.025
31.650	-0.003	-0.005	0.049	0.041
31.713	-0.003	0.001	0.041	0.033
31.775	0.003	0.001	0.049	0.033
31.838	0.003	-0.005	0.041	0.033
31.900	0.003	0.001	0.049	0.041
31.963	0.003	0.001	0.057	0.025
32.026	0.003	0.001	0.049	0.041
32.088	0.003	-0.005	0.049	0.033
32.151	-0.003	-0.005	0.049	0.041
32.213	0.003	-0.005	0.049	0.033
32.276	-0.003	0.001	0.057	0.041
32.338	-0.003	-0.005	0.057	0.033
32.401	0.003	0.001	0.041	0.041
32.463	-0.003	0.001	0.049	0.041
32.526	0.009	-0.005	0.057	0.033
32.589	0.003	0.001	0.049	0.033
32.651	-0.003	0.007	0.049	0.041
32.714	-0.003	-0.005	0.041	0.033
32.776	0.003	0.001	0.041	0.041
32.839	-0.003	0.001	0.057	0.025
32.901	0.003	0.001	0.057	0.041
32.964	-0.003	-0.011	0.049	0.033
33.026	0.003	0.007	0.049	0.033
33.089	-0.003	-0.005	0.041	0.041
33.151	-0.003	0.001	0.049	0.033
33.214	-0.003	-0.005	0.033	0.025
33.277	0.003	0.007	0.041	0.025
33.339	-0.003	0.001	0.057	0.033
33.402	0.003	-0.005	0.041	0.033
33.464	0.003	-0.005	0.049	0.041
33.527	0.003	0.007	0.057	0.033
33.589	0.003	0.001	0.057	0.033
33.652	0.003	-0.005	0.049	0.033
33.714	0.003	-0.011	0.049	0.041
33.777	-0.009	0.001	0.057	0.041
33.840	-0.003	-0.011	0.049	0.041
33.902	-0.003	0.007	0.057	0.033
33.965	-0.003	-0.005	0.057	0.033
34.027	0.003	0.001	0.057	0.033
34.090	-0.009	-0.005	0.066	0.033
34.152	-0.003	-0.005	0.033	0.033
34.215	0.009	-0.011	0.049	0.033
34.277	-0.003	0.001	0.049	0.041
34.340	0.003	-0.005	0.066	0.033
34.402	-0.003	-0.005	0.033	0.041
34.465	-0.003	0.001	0.041	0.041
34.528	-0.003	-0.005	0.049	0.049
34.590	-0.009	-0.005	0.033	0.033
34.653	-0.009	0.001	0.049	0.033
34.715	-0.009	-0.005	0.057	0.041
34.778	-0.003	-0.005	0.049	0.049
34.840	0.003	-0.005	0.049	0.041
34.903	-0.003	0.001	0.041	0.041
34.965	0.003	-0.005	0.057	0.041
35.028	-0.003	-0.005	0.057	0.033
35.091	-0.003	0.001	0.066	0.033
35.153	0.003	0.007	0.041	0.033
35.216	-0.003	-0.005	0.033	0.049
35.278	0.003	0.001	0.049	0.033
35.341	0.003	-0.005	0.066	0.033
35.403	0.003	0.001	0.033	0.033
35.466	0.009	-0.011	0.033	0.025
35.528	0.003	0.007	0.049	0.041
35.591	0.003	0.001	0.049	0.033
35.653	-0.003	-0.005	0.033	0.033
35.716	-0.009	0.001	0.057	0.033
35.779	-0.009	-0.005	0.049	0.033
35.841	0.003	-0.005	0.041	0.033
35.904	0.003	-0.005	0.057	0.041
35.966	0.003	-0.005	0.025	0.033
36.029	0.003	-0.005	0.057	0.049
36.091	0.009	0.001	0.049	0.033
36.154	0.009	0.001	0.049	0.041
36.216	0.003	-0.011	0.057	0.033
36.279	0.003	-0.005	0.041	0.041
36.342	0.003	-0.005	0.057	0.033
36.404	0.003	0.001	0.033	0.033
36.467	0.003	0.001	0.041	0.033
36.529	0.003	-0.005	0.049	0.033
36.592	-0.009	-0.005	0.057	0.041
36.654	-0.009	-0.005	0.049	0.041
36.717	0.003	0.001	0.041	0.033
36.779	0.003	-0.005	0.057	0.033
36.842	0.009	-0.005	0.057	0.041
36.904	0.003	-0.005	0.057	0.033
36.967	-0.003	-0.005	0.041	0.041
37.030	-0.003	-0.005	0.049	0.041
37.092	-0.003	0.001	0.049	0.033
37.155	0.003	-0.005	0.057	0.041
37.217	-0.003	0.001	0.049	0.033
37.280	0.003	-0.005	0.057	0.049
37.342	0.003	-0.005	0.057	0.041
37.405	0.003	0.001	0.033	0.049
37.467	-0.003	0.001	0.057	0.049
37.530	0.003	0.007	0.049	0.025
37.593	0.003	0.001	0.041	0.033
37.655	-0.003	0.001	0.041	0.041
37.718	0.003	-0.005	0.025	0.033
37.780	0.003	0.001	0.033	0.033
37.843	0.003	-0.005	0.041	0.033
37.905	0.009	-0.005	0.057	0.033
37.968	0.003	0.001	0.033	0.041
38.030	0.003	0.001	0.041	0.033
38.093	-0.003	-0.011	0.049	0.025
38.155	0.003	0.001	0.049	0.041
38.218	-0.003	-0.005	0.033	0.033
38.281	-0.003	0.001	0.041	0.033
38.343	0.003	0.001	0.049	0.033
38.406	0.009	0.001	0.041	0.025
38.468	-0.009	0.001	0.049	0.033
38.531	0.003	-0.005	0.049	0.041
38.593	-0.003	-0.011	0.066	0.041
38.656	0.003	0.001	0.057	0.033
38.718	-0.009	-0.005	0.066	0.033
38.781	-0.003	0.001	0.041	0.049
38.844	0.003	-0.017	0.041	0.033
38.906	0.003	0.001	0.057	0.033
38.969	-0.003	0.001	0.049	0.041
39.031	0.003	-0.005	0.041	0.041
39.094	-0.003	0.001	0.049	0.041
39.156	-0.003	-0.005	0.049	0.041
39.219	-0.003	-0.011	0.049	0.049
39.281	0.003	-0.005	0.033	0.025
39.344	0.009	0.001	0.033	0.041
39.406	-0.009	0.001	0.049	0.041
39.469	-0.003	0.013	0.074	0.041
39.532	-0.003	-0.005	0.066	0.041
39.594	-0.003	0.001	0.049	0.041
39.657	0.009	0.001	0.049	0.025
39.719	-0.003	-0.005	0.041	0.041
39.782	0.003	-0.005	0.049	0.041
39.844	-0.003	0.001	0.049	0.033
39.907	-0.003	0.001	0.049	0.033
39.969	0.003	-0.005	0.049	0.033
40.032	-0.009	-0.005	0.049	0.033
40.095	-0.003	0.001	0.049	0.033
40.157	0.003	-0.005	0.057	0.041
40.220	0.003	0.001	0.066	0.049
40.282	0.003	-0.005	0.041	0.041
40.345	-0.003	0.007	0.057	0.033
40.407	-0.003	-0.005	0.057	0.041
40.470	0.003	-0.005	0.049	0.033
40.532	0.003	-0.005	0.041	0.033
40.595	0.003	0.001	0.049	0.033
40.657	-0.009	-0.005	0.041	0.041
40.720	0.003	0.001	0.049	0.041
40.783	-0.009	-0.011	0.057	0.041
40.845	0.003	-0.005	0.033	0.033
40.908	0.009	-0.005	0.041	0.025
40.970	0.003	-0.011	0.057	0.041
