Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.904	4.511	9.236	-13.839	0.287	0.451	-0.213
0.907	4.530	9.224	-13.839	0.278	0.451	-0.221
0.910	4.542	9.218	-13.845	0.287	0.451	-0.213
0.913	4.554	9.205	-13.845	0.287	0.451	-0.213
0.916	4.560	9.205	-13.851	0.295	0.475	-0.205
0.918	4.597	9.187	-13.851	0.295	0.451	-0.221
0.921	4.591	9.175	-13.851	0.287	0.459	-0.213
0.924	4.609	9.169	-13.863	0.287	0.451	-0.213
0.927	4.621	9.157	-13.857	0.287	0.459	-0.213
0.930	4.627	9.151	-13.863	0.303	0.451	-0.213
0.932	4.645	9.139	-13.863	0.295	0.467	-0.213
0.935	4.651	9.126	-13.875	0.303	0.451	-0.221
0.938	4.676	9.120	-13.863	0.295	0.459	-0.221
0.941	4.682	9.108	-13.875	0.303	0.451	-0.213
0.944	4.694	9.096	-13.887	0.303	0.451	-0.213
0.946	4.712	9.084	-13.881	0.278	0.451	-0.229
0.949	4.718	9.072	-13.875	0.295	0.451	-0.213
0.952	4.737	9.072	-13.887	0.311	0.451	-0.221
0.955	4.743	9.053	-13.887	0.303	0.459	-0.205
0.958	4.767	9.041	-13.893	0.303	0.459	-0.213
0.960	4.773	9.029	-13.887	0.287	0.459	-0.229
0.963	4.785	9.023	-13.893	0.303	0.459	-0.221
0.966	4.804	9.005	-13.900	0.311	0.442	-0.213
0.969	4.810	8.998	-13.893	0.303	0.451	-0.221
0.972	4.822	8.986	-13.900	0.303	0.451	-0.213
0.974	4.840	8.986	-13.893	0.295	0.459	-0.213
0.977	4.852	8.980	-13.900	0.303	0.451	-0.213
0.980	4.865	8.956	-13.912	0.303	0.451	-0.213
0.983	4.883	8.962	-13.912	0.303	0.451	-0.229
0.986	4.889	8.950	-13.912	0.311	0.459	-0.213
0.988	4.901	8.932	-13.912	0.311	0.442	-0.221
0.991	4.913	8.919	-13.918	0.287	0.451	-0.229
0.994	4.925	8.913	-13.918	0.303	0.459	-0.221
0.997	4.944	8.895	-13.918	0.303	0.459	-0.229
1.000	4.944	8.895	-13.936	0.295	0.459	-0.221
1.002	4.968	8.883	-13.930	0.319	0.451	-0.229
1.005	4.968	8.871	-13.930	0.311	0.451	-0.229
1.008	4.992	8.858	-13.930	0.303	0.459	-0.229
1.011	4.998	8.858	-13.942	0.319	0.451	-0.238
1.014	5.017	8.840	-13.942	0.319	0.451	-0.221
1.016	5.029	8.822	-13.936	0.295	0.442	-0.221
1.019	5.041	8.822	-13.954	0.336	0.451	-0.213
1.022	5.053	8.822	-13.948	0.319	0.442	-0.229
1.025	5.059	8.810	-13.948	0.328	0.467	-0.238
1.028	5.072	8.791	-13.954	0.319	0.451	-0.229
1.030	5.084	8.785	-13.960	0.303	0.459	-0.229
1.033	5.108	8.779	-13.960	0.311	0.459	-0.238
1.036	5.120	8.761	-13.967	0.311	0.451	-0.229
1.039	5.132	8.761	-13.960	0.319	0.467	-0.221
1.042	5.139	8.749	-13.973	0.311	0.459	-0.246
1.044	5.151	8.737	-13.967	0.311	0.451	-0.221
1.047	5.169	8.725	-13.973	0.311	0.459	-0.221
1.050	5.187	8.712	-13.985	0.303	0.459	-0.229
1.053	5.193	8.706	-13.985	0.303	0.451	-0.238
1.056	5.205	8.700	-13.979	0.311	0.451	-0.238
1.058	5.224	8.682	-13.985	0.311	0.451	-0.238
1.061	5.236	8.670	-13.997	0.319	0.451	-0.229
1.064	5.248	8.664	-13.991	0.311	0.451	-0.238
1.067	5.266	8.645	-13.997	0.311	0.451	-0.229
1.070	5.272	8.639	-13.997	0.319	0.451	-0.238
1.072	5.291	8.627	-13.997	0.319	0.459	-0.229
1.075	5.291	8.615	-13.997	0.319	0.451	-0.229
1.078	5.309	8.609	-14.003	0.328	0.459	-0.238
1.081	5.315	8.603	-14.015	0.311	0.451	-0.238
1.084	5.333	8.591	-14.009	0.319	0.451	-0.238
1.086	5.352	8.578	-14.015	0.328	0.459	-0.238
1.089	5.364	8.560	-14.009	0.319	0.451	-0.246
1.092	5.376	8.560	-14.021	0.328	0.459	-0.238
1.095	5.394	8.536	-14.021	0.336	0.459	-0.246
1.098	5.406	8.530	-14.027	0.328	0.442	-0.238
1.100	5.412	8.524	-14.034	0.311	0.442	-0.246
1.103	5.437	8.511	-14.040	0.336	0.451	-0.238
1.106	5.443	8.505	-14.027	0.336	0.451	-0.238
