Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
2.030	10.107	11.361	11.166	1.237	1.245	1.251
2.035	10.113	11.349	11.166	1.221	1.245	1.226
2.040	10.149	11.342	11.166	1.229	1.245	1.242
2.045	10.155	11.349	11.154	1.229	1.237	1.234
2.050	10.161	11.336	11.154	1.221	1.237	1.234
2.055	10.198	11.330	11.148	1.237	1.245	1.226
2.060	10.210	11.330	11.123	1.237	1.237	1.234
2.065	10.216	11.318	11.142	1.221	1.237	1.242
2.071	10.241	11.318	11.123	1.237	1.237	1.226
2.076	10.265	11.306	11.117	1.237	1.245	1.226
2.081	10.283	11.294	11.111	1.229	1.237	1.218
2.086	10.289	11.294	11.105	1.237	1.229	1.234
2.091	10.307	11.288	11.093	1.229	1.237	1.226
2.096	10.332	11.276	11.093	1.221	1.245	1.226
2.101	10.350	11.269	11.087	1.229	1.237	1.218
2.106	10.368	11.269	11.081	1.229	1.237	1.226
2.111	10.387	11.257	11.081	1.221	1.221	1.234
2.116	10.399	11.251	11.056	1.229	1.237	1.218
2.122	10.417	11.245	11.056	1.229	1.221	1.218
2.127	10.441	11.239	11.056	1.213	1.229	1.218
2.132	10.454	11.239	11.050	1.229	1.237	1.218
2.137	10.478	11.233	11.044	1.229	1.229	1.218
2.142	10.484	11.227	11.044	1.213	1.229	1.226
2.147	10.514	11.215	11.038	1.229	1.237	1.226
2.152	10.533	11.215	11.032	1.229	1.237	1.218
2.157	10.545	11.202	11.026	1.229	1.221	1.210
2.162	10.569	11.202	11.020	1.237	1.229	1.218
2.167	10.581	11.202	11.014	1.221	1.229	1.226
2.173	10.618	11.196	11.002	1.204	1.229	1.218
2.178	10.636	11.184	11.002	1.204	1.229	1.218
2.183	10.648	11.172	10.995	1.221	1.237	1.210
2.188	10.667	11.178	10.995	1.221	1.229	1.210
2.193	10.679	11.160	10.989	1.196	1.221	1.226
2.198	10.709	11.172	10.977	1.196	1.221	1.210
2.203	10.715	11.160	10.965	1.196	1.221	1.210
2.208	10.734	11.160	10.965	1.196	1.221	1.210
2.213	10.764	11.148	10.959	1.221	1.221	1.210
2.218	10.782	11.142	10.953	1.213	1.229	1.210
2.224	10.807	11.135	10.953	1.204	1.229	1.210
2.229	10.813	11.123	10.947	1.213	1.221	1.201
2.234	10.843	11.123	10.947	1.204	1.221	1.210
2.239	10.855	11.111	10.935	1.204	1.221	1.210
2.244	10.874	11.105	10.928	1.213	1.212	1.218
2.249	10.886	11.099	10.910	1.204	1.221	1.210
2.254	10.910	11.099	10.898	1.204	1.221	1.201
2.259	10.935	11.087	10.898	1.213	1.221	1.210
2.264	10.935	11.081	10.892	1.213	1.212	1.201
2.269	10.953	11.069	10.874	1.204	1.212	1.210
2.275	10.977	11.062	10.880	1.213	1.221	1.201
2.280	10.989	11.050	10.862	1.204	1.212	1.201
2.285	11.020	11.038	10.855	1.196	1.212	1.193
2.290	11.026	11.026	10.855	1.204	1.221	1.201
2.295	11.050	11.026	10.843	1.213	1.221	1.185
2.300	11.062	11.014	10.837	1.196	1.204	1.193
2.305	11.081	11.008	10.819	1.196	1.204	1.201
2.310	11.105	11.002	10.825	1.213	1.221	1.193
2.315	11.111	10.995	10.807	1.180	1.204	1.193
2.320	11.142	10.989	10.807	1.188	1.196	1.193
2.326	11.142	10.977	10.795	1.188	1.204	1.193
2.331	11.172	10.971	10.801	1.180	1.212	1.193
2.336	11.184	10.965	10.782	1.213	1.212	1.193
2.341	11.202	10.971	10.776	1.188	1.196	1.193
2.346	11.221	10.947	10.770	1.188	1.196	1.201
2.351	11.239	10.941	10.764	1.188	1.204	1.185
2.356	11.257	10.928	10.752	1.180	1.196	1.185
2.361	11.276	10.922	10.746	1.180	1.196	1.185
2.366	11.288	10.916	10.746	1.204	1.196	1.185
2.371	11.312	10.916	10.728	1.188	1.204	1.193
2.377	11.324	10.904	10.728	1.164	1.204	1.185
2.382	11.342	10.904	10.715	1.180	1.204	1.185
2.387	11.361	10.886	10.709	1.196	1.196	1.193
2.392	11.373	10.886	10.703	1.188	1.196	1.185
2.397	11.391	10.886	10.697	1.180	1.196	1.177
2.402	11.416	10.874	10.691	1.204	1.188	1.177
2.407	11.434	10.868	10.691	1.188	1.196	1.177
2.412	11.452	10.855	10.679	1.196	1.196	1.185
2.417	11.458	10.843	10.667	1.188	1.196	1.185
2.422	11.489	10.855	10.673	1.172	1.188	1.177
2.428	11.507	10.843	10.661	1.180	1.196	1.185
2.433	11.519	10.837	10.667	1.188	1.196	1.177
2.438	11.537	10.837	10.648	1.196	1.188	1.177
2.443	11.556	10.831	10.642	1.196	1.180	1.169
2.448	11.574	10.819	10.636	1.188	1.196	1.169
2.453	11.586	10.813	10.636	1.180	1.196	1.177
2.458	11.616	10.801	10.624	1.172	1.196	1.185
2.463	11.623	10.813	10.624	1.188	1.188	1.169
2.468	11.635	10.801	10.612	1.180	1.196	1.177
2.473	11.653	10.788	10.612	1.172	1.180	1.169
2.479	11.671	10.776	10.606	1.164	1.180	1.169
2.484	11.683	10.776	10.588	1.180	1.188	1.177
2.489	11.714	10.776	10.594	1.172	1.180	1.169
