Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.654	3.836	8.980	-14.076	-0.156	0.442	-0.205
0.657	3.836	8.968	-14.070	-0.147	0.442	-0.205
0.659	3.848	8.968	-14.076	-0.139	0.451	-0.205
0.661	3.872	8.962	-14.082	-0.139	0.434	-0.221
0.664	3.878	8.962	-14.070	-0.147	0.434	-0.213
0.666	3.897	8.950	-14.076	-0.147	0.442	-0.213
0.669	3.903	8.950	-14.082	-0.147	0.434	-0.213
0.671	3.927	8.950	-14.082	-0.147	0.442	-0.221
0.674	3.933	8.938	-14.070	-0.147	0.426	-0.221
0.676	3.951	8.925	-14.082	-0.147	0.426	-0.213
0.679	3.982	8.919	-14.082	-0.139	0.442	-0.213
0.681	3.982	8.925	-14.082	-0.139	0.442	-0.221
0.684	4.000	8.919	-14.082	-0.147	0.442	-0.221
0.686	4.018	8.907	-14.076	-0.139	0.434	-0.213
0.688	4.024	8.907	-14.076	-0.156	0.434	-0.213
0.691	4.049	8.901	-14.076	-0.139	0.426	-0.221
0.693	4.055	8.895	-14.088	-0.131	0.442	-0.213
0.696	4.067	8.889	-14.082	-0.131	0.426	-0.213
0.698	4.085	8.883	-14.082	-0.139	0.442	-0.213
0.701	4.097	8.871	-14.082	-0.147	0.442	-0.213
0.703	4.122	8.877	-14.082	-0.139	0.434	-0.221
0.706	4.134	8.871	-14.082	-0.131	0.442	-0.213
0.708	4.146	8.865	-14.082	-0.139	0.442	-0.213
0.710	4.158	8.852	-14.088	-0.139	0.451	-0.221
0.713	4.170	8.840	-14.082	-0.147	0.442	-0.221
0.715	4.189	8.846	-14.082	-0.131	0.442	-0.213
0.718	4.207	8.840	-14.076	-0.139	0.451	-0.213
0.720	4.225	8.840	-14.082	-0.131	0.426	-0.213
0.723	4.225	8.828	-14.088	-0.131	0.434	-0.213
0.725	4.256	8.816	-14.070	-0.139	0.442	-0.229
0.728	4.268	8.816	-14.082	-0.156	0.451	-0.221
0.730	4.280	8.810	-14.082	-0.139	0.442	-0.229
0.733	4.292	8.798	-14.076	-0.131	0.442	-0.221
0.735	4.304	8.791	-14.088	-0.139	0.434	-0.229
0.737	4.323	8.791	-14.076	-0.139	0.434	-0.229
0.740	4.329	8.779	-14.082	-0.139	0.434	-0.221
0.742	4.353	8.785	-14.076	-0.131	0.451	-0.221
0.745	4.371	8.779	-14.076	-0.131	0.434	-0.229
0.747	4.384	8.773	-14.082	-0.123	0.442	-0.229
0.750	4.396	8.761	-14.076	-0.131	0.451	-0.221
0.752	4.408	8.767	-14.082	-0.131	0.434	-0.205
0.755	4.432	8.749	-14.082	-0.139	0.442	-0.238
0.757	4.444	8.749	-14.076	-0.131	0.442	-0.221
0.759	4.457	8.743	-14.082	-0.115	0.426	-0.221
0.762	4.469	8.743	-14.076	-0.131	0.442	-0.221
0.764	4.481	8.737	-14.070	-0.106	0.426	-0.229
0.767	4.505	8.737	-14.070	-0.123	0.442	-0.229
0.769	4.511	8.737	-14.070	-0.147	0.442	-0.229
0.772	4.536	8.725	-14.070	-0.123	0.434	-0.221
0.774	4.542	8.712	-14.082	-0.123	0.442	-0.221
0.777	4.560	8.706	-14.076	-0.139	0.442	-0.221
0.779	4.578	8.700	-14.070	-0.139	0.434	-0.229
0.782	4.584	8.700	-14.070	-0.131	0.442	-0.221
0.784	4.603	8.700	-14.070	-0.123	0.442	-0.221
0.786	4.615	8.694	-14.076	-0.131	0.434	-0.229
0.789	4.639	8.682	-14.070	-0.139	0.451	-0.213
0.791	4.651	8.682	-14.064	-0.131	0.434	-0.229
0.794	4.664	8.676	-14.064	-0.115	0.434	-0.229
0.796	4.682	8.670	-14.064	-0.115	0.434	-0.238
0.799	4.688	8.664	-14.076	-0.131	0.442	-0.229
0.801	4.700	8.664	-14.070	-0.123	0.451	-0.229
0.804	4.718	8.651	-14.064	-0.115	0.442	-0.229
0.806	4.737	8.651	-14.064	-0.115	0.442	-0.238
0.808	4.743	8.639	-14.070	-0.139	0.434	-0.221
0.811	4.761	8.633	-14.064	-0.131	0.442	-0.229
0.813	4.779	8.639	-14.058	-0.106	0.434	-0.238
0.816	4.791	8.627	-14.058	-0.131	0.434	-0.229
0.818	4.804	8.621	-14.058	-0.115	0.434	-0.229
0.821	4.822	8.615	-14.064	-0.139	0.442	-0.229
0.823	4.834	8.615	-14.058	-0.131	0.442	-0.238
0.826	4.846	8.597	-14.064	-0.115	0.434	-0.238
0.828	4.871	8.609	-14.058	-0.115	0.426	-0.238
0.831	4.877	8.597	-14.046	-0.106	0.434	-0.229
0.833	4.889	8.591	-14.052	-0.131	0.426	-0.246
0.835	4.913	8.591	-14.052	-0.123	0.434	-0.229
0.838	4.919	8.578	-14.046	-0.115	0.426	-0.238
0.840	4.938	8.572	-14.046	-0.123	0.434	-0.238
0.843	4.956	8.566	-14.046	-0.139	0.434	-0.246
0.845	4.974	8.560	-14.046	-0.123	0.442	-0.229
0.848	4.986	8.560	-14.046	-0.123	0.434	-0.246
0.850	5.005	8.554	-14.046	-0.123	0.451	-0.238
0.853	5.017	8.554	-14.040	-0.098	0.434	-0.229
0.855	5.041	8.542	-14.040	-0.123	0.434	-0.238
0.857	5.041	8.548	-14.040	-0.115	0.434	-0.238
0.860	5.065	8.530	-14.034	-0.123	0.434	-0.238
0.862	5.078	8.530	-14.046	-0.115	0.442	-0.238
0.865	5.078	8.524	-14.034	-0.123	0.442	-0.238
0.867	5.090	8.524	-14.040	-0.131	0.434	-0.246
0.870	5.114	8.518	-14.046	-0.123	0.434	-0.238
0.872	5.120	8.511	-14.034	-0.115	0.434	-0.238
0.875	5.145	8.505	-14.034	-0.106	0.442	-0.238
0.877	5.169	8.499	-14.027	-0.115	0.426	-0.246
0.880	5.181	8.493	-14.027	-0.115	0.426	-0.246
0.882	5.199	8.493	-14.027	-0.131	0.434	-0.238
0.884	5.212	8.487	-14.034	-0.098	0.442	-0.246
0.887	5.224	8.487	-14.034	-0.106	0.442	-0.238
0.889	5.242	8.475	-14.027	-0.106	0.442	-0.246
0.892	5.260	8.475	-14.034	-0.115	0.442	-0.246
0.894	5.272	8.469	-14.027	-0.123	0.434	-0.246
0.897	5.291	8.463	-14.021	-0.115	0.451	-0.246
